0	BR65472
1	BR65291	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.cvshealth.com/sites/default/files/2018-csr-report-index.pdf'': 'https://cvshealth.com/sites/default/files/2018-csr-report-index.pdf'
1	BR54579	<class 'aiohttp.client_exceptions.ClientResponseError'> - '406, message='Not Acceptable', url='https://www.metlengroup.com/INTERACTIVE-DOCUMENT/csr-report-2016-eng/HTML/files/assets/basic-html/index.html'': 'http://www.mytilineos.gr/INTERACTIVE-DOCUMENT/csr-report-2016-eng/HTML/files/assets/basic-html/index.html#1'
1	BR56346	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.tampereenenergia.fi/globalassets/tiedostot/ohjeet-ja-opasteet/muut/vuosiraportit-ja-tilinpaatokset/vuosikertomus-2016.pdf'': 'https://www.sahkolaitos.fi/globalassets/tiedostot/ohjeet-ja-opasteet/muut/vuosiraportit-ja-tilinpaatokset/vuosikertomus-2016.pdf'
1	BR68856	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.tratolixo.pt/assets/docs/Relatorio%20Sustentabilidade%20Tratolixo%202018_web_1.pdf'': 'http://www.tratolixo.pt/assets/docs/Relatorio%20Sustentabilidade%20Tratolixo%202018_web_1.pdf'
1	BR69576	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.bny.com/corporate/global/en/_locale-assets/pdf/csr/2019-csr-report.pdf'': 'https://www.bnymellon.com/us/en/_locale-assets/pdf/csr/2019-csr-report.pdf'
1	BR58223	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.irplus.in.th/Listed/BWG/pdf/BWG_RIM_2560.pdf'': 'http://www.irplus.in.th/Listed/BWG/pdf/BWG_RIM_2560.pdf'
1	BR70840	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://www.swirecocacola.com/sbcorpweb/uploads/docs/SCC_2019_SDReport-EN.pdf'': 'https://www.swirecocacola.com/sbcorpweb/uploads/docs/SCC_2019_SDReport-EN.pdf'
1	BR52522	<class 'aiohttp.client_exceptions.ClientResponseError'> - '410, message='', url='https://www.filippa-k.com/media/wysiwyg/filippa-k-world/sustainability/reports/Filippa-K-Sustainability-Report-2016.pdf'': 'https://www.filippa-k.com/media/wysiwyg/filippa-k-world/sustainability/reports/Filippa-K-Sustainability-Report-2016.pdf'
1	BR52416	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://eveready.co.ke/site/wp-content/uploads/2017/03/EVEREADY-Annual-Report-2016_FINAL1_Spreads1.pdf'': 'http://eveready.co.ke/site/wp-content/uploads/2017/03/EVEREADY-Annual-Report-2016_FINAL1_Spreads1.pdf'
1	BR65803	Wrong content-type 'text/html' for 'https://fecorporateresponsibility.com/gri-content-index/'
1	BR68257	Wrong content-type 'text/html' for 'http://www.shinhangroup.com/kr/common/download/commonDownload.jsp?actionValue=PDF&pathKey=CSRREPORT&fileName=2018_report_eng_download.pdf'
1	BR56646	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://transactioncapital.co.za/iar2017/downloads/FINAL-%2015702_Transaction%20Capital_IAR%202017_Spreads%202M.pdf'': 'http://www.transactioncapital.co.za/iar2017/downloads/FINAL-%2015702_Transaction%20Capital_IAR%202017_Spreads%202M.pdf'
1	BR51033	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.cuf.pt/contents/ficheiros/cuf-sustainability-report-2016-light.pdf'': 'http://www.cuf.pt/contents/ficheiros/cuf-sustainability-report-2016-light.pdf'
1	BR50132	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='http://www.adif.es/es_ES/conoceradif/doc/CA_MS_2016.pdf'': 'http://www.adif.es/es_ES/conoceradif/doc/CA_MS_2016.pdf'
1	BR50307	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://allresco.com/culture/social-responsibility'': 'http://www.allresco.com/culture/social-responsibility'
1	BR58960	Wrong content-type 'text/html' for 'https://www.cnsonline.it/sostenibilita/#bilancio'
1	BR63448	Wrong content-type 'text/html' for 'https://www.ubot.com.tw/UBOT_uploadFolder/15302370733952017CSR.pdf'
1	BR66267	Wrong content-type 'text/html' for 'http://www.cablel.com/ckfinder/userfiles/files/Cablel%20Sustsainability%20Report%202018%20EN.pdf'
1	BR50187	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://ame.co.za/AME_IAR_FINAL.pdf'': 'http://ame.co.za/AME_IAR_FINAL.pdf'
1	BR69915	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://www.farmerbros.com/media//FB-2019-Sustainability-Report.pdf'': 'https://www.farmerbros.com/media//FB-2019-Sustainability-Report.pdf'
1	BR57191	Wrong content-type 'text/html' for 'https://sustainability.yale.edu/planning-progress'
1	BR68767	file exception for 'https://assets.ctfassets.net/j8tkpy1gjhi5/46OkpSJx0mcOAVVw5Ch2cf/079624aa0deebc55de1169b263388d51/TCCA_2019_Stewardship_Report.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR54034	Wrong content-type 'text/html' for 'http://www.lvbank.com/home.aspx'
1	BR68649	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host techwebstorage.blob.core.windows.net:443 ssl:default [getaddrinfo failed]': 'https://techwebstorage.blob.core.windows.net/content/static/img/pdf/Integrated-Report-19.pdf'
1	BR62668	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.sigplc.com/files/4815/2276/6233/Sig_AR2017__Indexed.PDF'': 'http://www.sigplc.com/files/4815/2276/6233/Sig_AR2017__Indexed.PDF'
1	BR70697	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://www.scentregroup.com/getmedia/ea47895e-1155-4f75-bb10-1fcdbc515c19/SCG_2019-Responsible-Business-Report'': 'https://www.scentregroup.com/getmedia/ea47895e-1155-4f75-bb10-1fcdbc515c19/SCG_2019-Responsible-Business-Report'
1	BR62720	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://www.hospitalsiriolibanes.org.br/institucional/relatorio-sustentabilidade/Documents/relatorio-sustentabilidade-2017.pdf'': 'https://www.hospitalsiriolibanes.org.br/institucional/relatorio-sustentabilidade/Documents/relatorio-sustentabilidade-2017.pdf'
1	BR51330	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.cenviro.com/Cenviro/media/CenviroMedia/General/Cenviro-SR2016_final-low-30082017.pdf?ext=.pdf'': 'http://www.cenviro.com/Cenviro/media/CenviroMedia/General/Cenviro-SR2016_final-low-30082017.pdf?ext=.pdf'
1	BR54896	<class 'aiohttp.client_exceptions.ClientResponseError'> - '500, message='Internal Server Error', url='https://about.olg.ca/wp-content/uploads/sites/28/2017/08/7219_Ontario_Lottery_and_Gaming_Corporation_2015_16_CSR_Report_V08_AODA.pdf'': 'https://about.olg.ca/wp-content/uploads/sites/28/2017/08/7219_Ontario_Lottery_and_Gaming_Corporation_2015_16_CSR_Report_V08_AODA.pdf'
1	BR61534	time-out for 'https://stock.namlongvn.com/App_Files/Upload/TaiLieu/2018/nlg%20-%20cbtt%20bao%20cao%20thuong%20nien%202017%20-%20en%20-%20final.pdf' Timeout on reading data from socket
1	BR66883	file exception for 'https://samfelagsskyrsla.landsbankinn.is/library/Skrar/Tilvisunartafla-2018.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR50531	time-out for 'https://www.asb.co.nz/content/dam/asb/documents/community/corporate-responsibility/asb-corporate-responsibility-report-2017.pdf' Timeout on reading data from socket
1	BR52989	time-out for 'http://www.granaymontero.com.pe/pdf/reporte_2016.pdf' Connection timeout to host http://www.granaymontero.com.pe/pdf/reporte_2016.pdf
1	BR54139	time-out for 'http://www.light.com.br/Repositorio/Sustentabilidade/RS_2016.pdf' Connection timeout to host http://www.light.com.br/Repositorio/Sustentabilidade/RS_2016.pdf
1	BR58006	time-out for 'https://bisa.com/memoriaRSE/memoria_RSE_2017.pdf' Connection timeout to host https://bisa.com/memoriaRSE/memoria_RSE_2017.pdf
1	BR67080	time-out for 'https://www.mapletreenorthasiacommercialtrust.com/services/view_file.aspx?f={5B324EAA-FFFF-4F88-9C4B-25237C20767F}' Connection timeout to host https://www.mapletreenorthasiacommercialtrust.com/services/view_file.aspx?f=%7B5B324EAA-FFFF-4F88-9C4B-25237C20767F%7D
1	BR63343	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://traphaco.com.vn/upload/files/2018-11-26_TRA_SR2017_VN-compressed.pdf'': 'http://traphaco.com.vn/upload/files/2018-11-26_TRA_SR2017_VN-compressed.pdf'
1	BR64281	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://poland.arcelormittal.com/fileadmin/Content/raporty/2018/Raport_zrownowazonego_rozwoju_ArcelorMittal_Poland_2018_rok.pdf'': 'https://poland.arcelormittal.com/fileadmin/Content/raporty/2018/Raport_zrownowazonego_rozwoju_ArcelorMittal_Poland_2018_rok.pdf'
1	BR55388	Wrong content-type 'text/html' for 'https://www.redland.qld.gov.au/info/20226/council_plans_and_financial_information/433/annual_report'
1	BR63312	file exception for 'https://landings.toyota.com.ar/reporte-de-sustentabilidad/Reporte-de-Sustentabilidad-2017_web.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR50328	time-out for 'http://alphabank.redirect.gr/flipping/2016/en/files/assets/common/downloads/publication.pdf' Timeout on reading data from socket
1	BR53393	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://huntingplc.com/~/media/Files/H/Hunting-PLC-V2/documents/reports-and-presentations/2016/annual-report-2016.pdf'': 'http://www.huntingplc.com/~/media/Files/H/Hunting-PLC-V2/documents/reports-and-presentations/2016/annual-report-2016.pdf'
1	BR65610	Wrong content-type 'text/html' for 'https://gb.energiedienst.de/fileadmin/pdf/Energiedienst_Kennzahlenbericht_zur_Nachhaltigkeit_2018.pdf'
1	BR51455	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host csr.minmetals.com.cn:80 ssl:default [getaddrinfo failed]': 'http://csr.minmetals.com.cn/kcxfzbgxz/201706/P020170901516768453659.pdf'
1	BR69991	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://s24.q4cdn.com/325379252/files/doc_financials/2019/ar/Galiano_2019-SR_Final_1_Spreads.pdf'': 'https://s24.q4cdn.com/325379252/files/doc_financials/2019/ar/Galiano_2019-SR_Final_1_Spreads.pdf'
1	BR62932	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='http://www.myfreshjuice.com/others/images/17_CSR_181222.pdf'': 'http://www.myfreshjuice.com/others/images/17_CSR_181222.pdf'
1	BR65294	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='', url='https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_3062_107.pdf'': 'https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_3062_107.pdf'
1	BR64183	Wrong content-type 'text/html' for 'https://www.albasmelter.com/mc/newsletters/pdf/albasustainabilityreport2018.pdf'
1	BR70278	file exception for 'https://www.ktc.co.th/sites/cs/assets/ir/resources/document/investorkits-sustainability_report-19-en.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR54920	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://www.orica.com/ArticleDocuments/311/ORC0016%20Sustainability%20Report%202017.pdf.aspx'': 'https://www.orica.com/ArticleDocuments/311/ORC0016%20Sustainability%20Report%202017.pdf.aspx'
1	BR60126	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://informe-anual-2017.sportsworld.com.mx/docs/SW_IA_2017.pdf'': 'https://informe-anual-2017.sportsworld.com.mx/docs/SW_IA_2017.pdf'
1	BR54419	file exception for 'https://transparencia.metrosp.com.br/sites/default/files/Relat%C3%B3rio%20de%20Sustentabilidade%20-%20%202016.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR50580	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.astralfoods.com/Documents/Results_Reports/Astral%20IAR.pdf'': 'http://www.astralfoods.com/Documents/Results_Reports/Astral%20IAR.pdf'
1	BR51536	<class 'aiohttp.client_exceptions.ClientOSError'> - '[WinError 64] Det angivne netværksnavn er ikke længere til rådighed': 'http://www.chipmos.com.tw/upfiles/ADUpload/chinese/tw_csr_download_1563485792.pdf'
1	BR61100	<class 'aiohttp.client_exceptions.ClientConnectorError'> - 'Cannot connect to host www.lextar.com:80 ssl:default [Fjerncomputeren afviste netværksforbindelsen]': 'http://www.lextar.com/upload/media/about/csr/_20180629153127_26899.pdf'
1	BR59334	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='http://eaest.com/pdf/CSR_Report_PBC_Statement.pdf'': 'http://eaest.com/pdf/CSR_Report_PBC_Statement.pdf'
1	BR59286	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.draeger.com/Corporate/Content/sustainability_report_2017.pdf'': 'https://www.draeger.com/Corporate/Content/sustainability_report_2017.pdf'
1	BR55263	file exception for 'https://cdn.indonesia-investments.com/bedrijfsprofiel/390/Timah-Annual-Report-2016-Company-Profile-Indonesia-Investments.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR54578	Wrong content-type 'text/html' for 'http://www.mylan.com/en/company/global-social-responsibility'
1	BR52555	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='http://www.first-quantum.com/Corporate-Responsibility/Reports/default.aspx'': 'http://www.first-quantum.com/Corporate-Responsibility/Reports/default.aspx'
1	BR67607	time-out for 'https://www.parker.com/parkerimages/Parker.com/About%20Us/Literature/Parker%20Sustainability%20Report%202018.pdf' Timeout on reading data from socket
1	BR54712	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='http://nictuslimited.co.za/wp-content/uploads/2017/06/Nictus-IAR-2017.pdf'': 'http://www.nictuslimited.co.za/wp-content/uploads/2017/06/Nictus-IAR-2017.pdf'
1	BR54836	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.oasis.co.za/ContextCMS/Assets/OCPF-AR-2017_PRINT-LR.pdf'': 'http://www.oasis.co.za/ContextCMS/Assets/OCPF%20AR%202017_PRINT%20LR.pdf'
1	BR51797	Wrong content-type 'text/html' for 'http://www.cpw.gr/el/media-center/Publications/'
1	BR51865	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.crh.com/docs/sustainability-2017/sustainability-report_2016.pdf?sfvrsn=2'': 'http://crh.com/docs/sustainability-2017/sustainability-report_2016.pdf?sfvrsn=2'
1	BR58207	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/432fb43ad3129a06cba72fcea1576fab.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA&Expires=1550141303&Signature=iCvojWDqWhlzdv9GA7XuAf4onfc%3D'': 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/432fb43ad3129a06cba72fcea1576fab.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA&Expires=1550141303&Signature=iCvojWDqWhlzdv9GA7XuAf4onfc%3D'
1	BR64616	Wrong content-type 'text/html' for 'https://www.bk-international.com/lookbook/nachhaltigkeitsreport/2018/de/epaper/BHK_NHB_2018_DE.pdf'
1	BR54886	Wrong content-type 'text/html' for 'http://olympicbd.com/full-reports/'
1	BR54929	Wrong content-type 'text/html' for 'https://www.dropbox.com/s/puiw7zderkglmyc/Reporte%20sostenibilidad%202017.pdf?dl=0'
1	BR56346	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.tampereenenergia.fi/footer-sivut/vastuullisuus/vastuumme-taloudesta/vuosikertomukset-ja-tilinpaatokset/'': 'https://www.sahkolaitos.fi/footer-sivut/vastuullisuus/vastuumme-taloudesta/vuosikertomukset-ja-tilinpaatokset/'
1	BR52240	time-out for 'http://www.elnusa.co.id/wp-content/uploads/2011/12/Laporan-Tahunan-Elnusa-2016.pdf' Connection timeout to host http://www.elnusa.co.id/wp-content/uploads/2011/12/Laporan-Tahunan-Elnusa-2016.pdf
1	BR60082	time-out for 'https://www.toyotarp.com/images/LandingPage/Informe2017.pdf' Connection timeout to host https://www.toyotarp.com/images/LandingPage/Informe2017.pdf
1	BR59954	time-out for 'https://www.globalomnium.com/Sites/1/Docs/Informes/INFORME%20MEMORIA%20SOSTENIBILIDAD%20CORPORATIVA%20GLOBAL%20OMNIUM%20AUDITADA.pdf' Connection timeout to host https://www.globalomnium.com/Sites/1/Docs/Informes/INFORME%20MEMORIA%20SOSTENIBILIDAD%20CORPORATIVA%20GLOBAL%20OMNIUM%20AUDITADA.pdf
1	BR65258	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.crestnicholson.com/-/media/about%20us/our%20business/our%20documents/crest%20nicholson%20air%202018%20web.pdf?la=en'': 'https://www.crestnicholson.com/-/media/about%20us/our%20business/our%20documents/crest%20nicholson%20air%202018%20web.pdf?la=en'
1	BR61949	Wrong content-type 'text/html' for 'https://raportzintegrowany2017.gkpge.pl/about-the-report/gri-table'
1	BR52717	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.furukawadenchi.co.jp/english/csr/report.htm'': 'http://www.furukawadenchi.co.jp/english/csr/report.htm'
1	BR54454	file exception for 'https://www.ministop.co.jp/corporate/eco_social/eco_report/pdf/env_2017.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR54864	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host memoria2016.ohl.es:80 ssl:default [getaddrinfo failed]': 'http://memoria2016.ohl.es/media/1130/ohl-integrated-report-2016-p.pdf'
1	BR52730	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='http://sustainability.galaxysurfactants.com/404.html'': 'http://sustainability.galaxysurfactants.com/'
